Condition,ICD10,ICD10QF,SMRType,FinancialYear,CA2011,CA2011QF,EASRStays,EASRPatients,EASRNewPatients,EASRNewPatientsQF,NumberOfStays,NumberOfStaysQF,NumberOfPatients,NumberOfPatientsQF,NumberOfNewPatients,NumberOfNewPatientsQF,AverageNumberOfStaysPerPatient
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000028,,214.3,134.3,,:,240,,150,,,:,1.6
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000026,,133.7,93.1,,:,149,,103,,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000005,,46.4,40.9,,:,24,,21,,,:,1.1
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000006,,84.4,65.2,,:,128,,98,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000045,,51.5,38.3,,:,51,,39,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000039,,109.2,99.6,,:,97,,88,,,:,1.1
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000042,,211.2,153.2,,:,277,,201,,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000036,,170.2,131.5,,:,708,,544,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000014,,124.9,98.5,,:,179,,141,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000015,,97,75.3,,:,327,,252,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000046,,232.7,182,,:,1205,,938,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000017,,196.6,141.8,,:,425,,305,,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000018,,262.8,201.1,,:,214,,164,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000044,,82.3,69.9,,:,267,,226,,,:,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000029,,103.8,76,,:,300,,222,,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000010,,101.1,86.6,,:,92,,78,,,:,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000040,,167.6,129.8,,:,270,,208,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000019,,111.8,87.9,,:,90,,70,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000020,,195.1,132.3,,:,171,,115,,,:,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000013,,542.7,435.1,,:,147,,,c,,:,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000023,,500.5,277,,:,,c,,c,,:,1.9
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000024,,150.8,108.1,,:,202,,146,,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000038,,143,123.9,,:,244,,210,,,:,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000011,,94.6,75.8,,:,77,,63,,,:,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000027,,44.4,31.7,,:,8,,6,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2004/05,S12000030,,87,69.5,,:,71,,57,,,:,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000033,,143.5,96.7,,:,275,,187,,,:,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000034,,49.3,38.9,,:,117,,91,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000041,,144.6,98.3,,:,158,,107,,,:,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000035,,102.9,80.7,,:,94,,74,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000008,,188.5,125.8,,:,222,,149,,,:,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000021,,230.9,160.2,,:,309,,214,,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000028,,188,118.1,,:,208,,130,,,:,1.6
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000026,,113.4,83.9,,:,120,,89,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000005,,57.4,55.4,,:,28,,27,,,:,1
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000006,,76.5,59.4,,:,117,,90,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000045,,48.7,43.5,,:,52,,46,,,:,1.1
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000039,,103.4,76.5,,:,96,,70,,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000042,,230.1,169.8,,:,311,,229,,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000036,,175.4,138.2,,:,744,,581,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000014,,108,90,,:,156,,129,,,:,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000015,,99.9,78,,:,344,,268,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000046,,257.7,197.3,,:,1332,,1012,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000017,,189.8,143.9,,:,421,,319,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000018,,228.9,162.8,,:,185,,132,,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000044,,84.3,68.4,,:,273,,220,,,:,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000029,,96.3,75.9,,:,277,,218,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000010,,124.3,95.1,,:,114,,85,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000040,,218,140.2,,:,354,,224,,,:,1.6
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000019,,145.8,102.8,,:,119,,84,,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000020,,221.3,147.1,,:,196,,129,,,:,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000013,,784.8,574.9,,:,,c,,c,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000023,,388.3,221.1,,:,79,,45,,,:,1.8
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000024,,135.7,92.7,,:,186,,127,,,:,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000038,,169.6,138.9,,:,293,,240,,,:,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000011,,108.8,81.9,,:,93,,70,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000027,,89.8,64.8,,:,,c,,c,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2005/06,S12000030,,84.7,70.2,,:,70,,57,,,:,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000033,,138.9,98.8,,:,265,,188,,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000034,,49.5,39.3,,:,119,,95,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000041,,88.7,66.2,,:,100,,74,,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000035,,112.6,84.8,,:,106,,79,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000008,,204.2,148,,:,243,,176,,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000021,,241.4,157.8,,:,321,,209,,,:,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000028,,163.6,121.5,,:,184,,135,,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000026,,119.6,88.1,,:,132,,97,,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000005,,88.3,76.2,,:,43,,37,,,:,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000006,,80.4,62.3,,:,121,,93,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000045,,41.9,33.2,,:,44,,35,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000039,,68.9,59.7,,:,61,,53,,,:,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000042,,197.8,144.3,,:,264,,192,,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000036,,186.2,145.1,,:,784,,611,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000014,,115.5,93.4,,:,169,,136,,,:,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000015,,116.7,87.1,,:,403,,299,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000046,,225.8,176,,:,1164,,908,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000017,,197.2,141.2,,:,442,,315,,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000018,,219.9,176.2,,:,176,,141,,,:,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000044,,70.7,62.2,,:,236,,206,,,:,1.1
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000029,,69.2,60.8,,:,207,,182,,,:,1.1
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000010,,109.3,93.2,,:,103,,87,,,:,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000040,,268.5,162.9,,:,448,,269,,,:,1.7
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000019,,139.6,101,,:,112,,81,,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000020,,180.6,120.8,,:,163,,108,,,:,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000013,,812.3,571.5,,:,,c,,c,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000023,,378.3,242.5,,:,,c,,c,,:,1.6
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000024,,168.5,121.1,,:,237,,170,,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000038,,191.3,153.4,,:,323,,260,,,:,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000011,,107.8,83.2,,:,92,,72,,,:,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000027,,77.8,69,,:,17,,15,,,:,1.1
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2006/07,S12000030,,112.4,81.7,,:,94,,68,,,:,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000033,,184,109,24.5,,365,,211,,48,,1.7
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000034,,67.2,47.2,15.2,,159,,112,,36,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000041,,124.2,91.7,28.2,,136,,101,,31,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000035,,173.6,112,28.5,,158,,101,,25,,1.6
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000008,,199.3,133.3,29.3,,240,,161,,36,,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000021,,229.6,150.7,33.4,,307,,202,,43,,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000028,,140.5,122.1,27.5,,156,,135,,29,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000026,,98,77.5,20.9,,110,,88,,23,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000005,,105.7,96.4,43.2,,51,,46,,20,,1.1
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000006,,78.5,65.4,16.2,,116,,96,,24,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000045,,56.3,49.7,19.1,,59,,52,,19,,1.1
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000039,,103.9,82.4,20.2,,92,,72,,17,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000042,,192.1,156.8,35,,246,,200,,44,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000036,,189.8,132.3,29.4,,805,,558,,126,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000014,,123.1,95.6,33.9,,183,,142,,49,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000015,,115.7,86.9,26.8,,414,,310,,95,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000046,,209.3,168.4,38.7,,1096,,878,,200,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000017,,188.5,142.9,30.8,,426,,323,,68,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000018,,222.4,178.2,34.7,,180,,144,,28,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000044,,73,60.5,16,,242,,201,,51,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000029,,86,67.1,23.3,,259,,202,,70,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000010,,118.8,98.9,32.1,,112,,93,,29,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000040,,245.5,149.8,35,,411,,251,,57,,1.6
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000019,,132.7,97.2,31.4,,108,,80,,25,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000020,,153.7,95.8,18,,140,,87,,16,,1.6
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000013,,602.4,472.7,112.1,,169,,,c,,c,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000023,,497.9,274.4,84.2,,,c,,c,,c,1.9
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000024,,149.4,98.4,21.3,,212,,138,,30,,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000038,,157.9,130.3,33.3,,266,,218,,53,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000011,,85.5,69.8,12.7,,71,,58,,11,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000027,,127.9,82.4,21.4,,26,,17,,,c,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2007/08,S12000030,,126.1,98,21.1,,106,,81,,18,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000033,,261.9,160.3,39,,527,,328,,81,,1.6
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000034,,81.2,59.9,16.3,,200,,148,,41,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000041,,118.1,88.6,30.1,,134,,100,,33,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000035,,162.2,118.7,25,,146,,107,,22,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000008,,172.1,123.3,23,,209,,150,,28,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000021,,185.7,134.2,26.8,,252,,183,,38,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000028,,142.9,113.8,21.1,,153,,121,,21,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000026,,86.7,60.5,13,,94,,67,,15,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000005,,163.2,127.6,63.2,,88,,68,,33,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000006,,90.6,71.3,15.9,,137,,107,,23,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000045,,38.1,33.3,7.5,,41,,36,,,c,1.1
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000039,,85.3,68,12.4,,76,,59,,11,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000042,,260.4,187.6,62.9,,343,,249,,83,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000036,,183.5,140.3,34.3,,787,,603,,151,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000014,,160.1,123.8,48.7,,245,,189,,74,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000015,,103.5,77.8,23.2,,371,,277,,80,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000046,,221.3,178.6,35,,1175,,946,,189,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000017,,202,157.5,30.3,,460,,358,,67,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000018,,296.3,239.1,65.3,,246,,197,,54,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000044,,86.2,75.3,20.7,,280,,243,,66,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000029,,69,58,17,,212,,178,,52,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000010,,106.4,91.6,33.8,,103,,88,,32,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000040,,171.1,119.8,35.6,,294,,203,,58,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000019,,125.4,89.8,23.5,,102,,72,,19,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000020,,135.1,83.3,15.2,,126,,78,,,c,1.6
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000013,,505.3,406.8,113,,136,,110,,,c,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000023,,405.5,226.4,35.8,,,c,,c,,c,1.8
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000024,,131.3,94.9,27.6,,187,,136,,39,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000038,,162.4,141,35.4,,284,,245,,62,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000011,,93.7,73.8,14.5,,76,,60,,12,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000027,,68.1,56.4,10.8,,13,,11,,,c,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2008/09,S12000030,,150.2,110.7,28.5,,128,,95,,24,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000033,,269.3,161.4,29.5,,540,,330,,60,,1.6
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000034,,76.7,58.4,17,,194,,147,,43,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000041,,144.3,103.4,35.2,,160,,115,,39,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000035,,107.3,84.9,20.9,,98,,77,,19,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000008,,174.1,119.7,23.2,,215,,147,,29,,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000021,,221.5,151.8,26.1,,298,,203,,34,,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000028,,153.2,106.6,16.8,,158,,113,,18,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000026,,70.8,55,16.8,,80,,62,,18,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000005,,93.5,88,40.7,,49,,46,,21,,1.1
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000006,,100.7,76.8,18.6,,152,,117,,29,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000045,,59.1,51,13.8,,58,,50,,12,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000039,,82.4,71.3,15.2,,74,,64,,14,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000042,,299.2,220.8,67.9,,395,,292,,90,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000036,,143.9,113.7,24.9,,638,,497,,113,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000014,,143.3,117.3,38.2,,222,,180,,57,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000015,,101.8,75.4,20,,358,,268,,70,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000046,,231.3,185,38.8,,1247,,995,,207,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000017,,180.4,130.6,25.2,,415,,300,,57,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000018,,278.8,212.6,28.9,,226,,173,,23,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000044,,83.8,70,19.6,,273,,228,,62,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000029,,66,52.9,13.6,,201,,161,,41,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000010,,86.7,74.8,23,,86,,73,,23,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000040,,126.3,97.6,23.1,,224,,171,,41,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000019,,114.9,85.3,13.1,,94,,70,,11,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000020,,111.1,75.5,12.5,,,c,,c,,c,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000013,,390.2,312.6,74.3,,,c,,c,21,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000023,,623.5,226.8,59,,128,,49,,12,,2.6
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000024,,127.6,89,21.7,,181,,127,,31,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000038,,119.8,103.7,25,,207,,179,,42,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000011,,71.2,52.4,12.6,,61,,44,,10,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000027,,119.2,96.2,33.6,,26,,21,,7,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2009/10,S12000030,,144.9,102.5,28.3,,120,,87,,24,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000033,,195.4,133.4,27.3,,400,,277,,60,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000034,,87.6,53.8,17.3,,223,,136,,43,,1.6
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000041,,164,130.3,48.3,,183,,145,,53,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000035,,116.7,85.1,15.2,,103,,74,,13,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000008,,169.9,133.5,26.9,,208,,162,,33,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000021,,186.1,141,25.3,,250,,189,,35,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000028,,104.7,78.5,15.9,,116,,86,,18,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000026,,83.5,54.1,12.5,,89,,60,,14,,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000005,,93.2,85.6,43.5,,47,,43,,21,,1.1
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000006,,88.7,69.1,19.8,,127,,99,,27,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000045,,54.2,44.7,11.6,,54,,44,,12,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000039,,115.1,101.1,36.2,,102,,89,,31,,1.1
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000042,,293.5,216.6,67.4,,391,,288,,91,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000036,,142.9,113,26.2,,639,,503,,121,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000014,,102.3,82,27,,160,,129,,41,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000015,,81.7,67,15.8,,293,,241,,56,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000046,,205,159.2,30,,1130,,874,,165,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000017,,178.6,131.4,27,,417,,308,,62,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000018,,149.8,126.6,29.9,,122,,103,,23,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000044,,46.7,37.8,6.4,,160,,129,,23,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000029,,62.6,49.1,10.8,,193,,151,,33,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000010,,73.6,65.3,19.5,,71,,63,,19,,1.1
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000040,,138,104.5,26.4,,242,,183,,44,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000019,,84.6,69,19.7,,69,,56,,16,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000020,,129.8,89.3,20.6,,,c,,c,,c,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000013,,386.2,289.8,52.8,,,c,,c,,c,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000023,,1215.1,256.9,65.3,,260,,57,,14,,4.6
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000024,,100.1,77.6,18.6,,147,,113,,27,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000038,,79,62.1,6.1,,137,,108,,10,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000011,,45,43.6,9.3,,39,,38,,,c,1
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000027,,145.4,76.9,20.3,,34,,18,,5,,1.9
